From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
4r4n	Q0ED04	unreviewed	Q0ED04_HV1	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1	856
6nm6	Q2N0S6	unreviewed	Q2N0S6_HV1	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1	860
8e1p	Q2N0S6	unreviewed	Q2N0S6_HV1	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1	860
8gpj	A0A0E3EAD6	unreviewed	A0A0E3EAD6_HV1	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1	858
8tl5	Q2N0S5	unreviewed	Q2N0S5_HV1	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1	860
6nqd	A0A140EMT3	unreviewed	A0A140EMT3_HV1	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1	864
6dc5	M1E1E4	unreviewed	M1E1E4_HV1	Envelope glycoprotein		Human immunodeficiency virus type 1	59
6cm3	Q2N0S5	unreviewed	Q2N0S5_HV1	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1	860
5vn3	B3UEZ6	unreviewed	B3UEZ6_HV1	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1	860
6cm3	Q2N0S7	unreviewed	Q2N0S7_HV1	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1	860
5fec	A0A0K1H6P9	unreviewed	A0A0K1H6P9_HV1	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1	845
4xnz	Q0ED31	unreviewed	Q0ED31_HV1	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1	857
6nnj	Q2N0S6	unreviewed	Q2N0S6_HV1	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1	860
8sb2	A0A1W6IPB2	unreviewed	A0A1W6IPB2_HV1	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1	847
4jpw	Q0ED31	unreviewed	Q0ED31_HV1	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1	857
5f96	A0A0M3KKW9	unreviewed	A0A0M3KKW9_HV1	clade A/E 93TH057 HIV-1 gp120 core	HIV-1 Env	Human immunodeficiency virus type 1	353
5f9o	A0A0M3KKW9	unreviewed	A0A0M3KKW9_HV1	clade A/E 93TH057 HIV-1 gp120 core	HIV-1 Env	Human immunodeficiency virus type 1	353
8g4t	Q2N0S7	unreviewed	Q2N0S7_HV1	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1	860
5vn3	B3UES2	unreviewed	B3UES2_HV1	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1	860
4i3s	Q3ZLH8	unreviewed	Q3ZLH8_HV1	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1	857
8g4t	Q2N0S6	unreviewed	Q2N0S6_HV1	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1	860
6vug	P03366	reviewed	POL_HV1B1	Gag-Pol polyprotein	gag-pol	Human immunodeficiency virus type 1 group M subtype B	1447
5dhv	P04616	reviewed	REV_HV1B1	Protein Rev	rev	Human immunodeficiency virus type 1 group M subtype B	116
5dhy	P04616	reviewed	REV_HV1B1	Protein Rev	rev	Human immunodeficiency virus type 1 group M subtype B	116
3tyg	P04578	reviewed	ENV_HV1H2	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	856
5eu7	P04585	reviewed	POL_HV1H2	Gag-Pol polyprotein	gag-pol	Human immunodeficiency virus type 1 group M subtype B	1435
7rdw	P04578	reviewed	ENV_HV1H2	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	856
2ny7	P04578	reviewed	ENV_HV1H2	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	856
2cmr	P04578	reviewed	ENV_HV1H2	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	856
1gc1	P04578	reviewed	ENV_HV1H2	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	856
2xra	P04578	reviewed	ENV_HV1H2	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	856
1rzj	P04578	reviewed	ENV_HV1H2	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	856
3idy	P04578	reviewed	ENV_HV1H2	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	856
3idx	P04578	reviewed	ENV_HV1H2	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	856
1g9m	P04578	reviewed	ENV_HV1H2	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	856
4r2g	P20871	reviewed	ENV_HV1JR	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	848
6x58	Q70626	reviewed	ENV_HV1LW	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	856
2ny2	P19551	reviewed	ENV_HV1MF	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	853
2ny0	P19551	reviewed	ENV_HV1MF	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	853
2nxz	P19551	reviewed	ENV_HV1MF	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	853
2ny4	P19551	reviewed	ENV_HV1MF	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	853
2ny5	P19551	reviewed	ENV_HV1MF	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	853
2i60	P35961	reviewed	ENV_HV1Y2	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	843
4dvr	P35961	reviewed	ENV_HV1Y2	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	843
2i5y	P35961	reviewed	ENV_HV1Y2	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	843
1g9n	P35961	reviewed	ENV_HV1Y2	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	843
4r4f	P35961	reviewed	ENV_HV1Y2	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	843
1rzk	P35961	reviewed	ENV_HV1Y2	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	843
2ny7	P35961	reviewed	ENV_HV1Y2	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	843
3hi1	P35961	reviewed	ENV_HV1Y2	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	843
2qad	P35961	reviewed	ENV_HV1Y2	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	843
1yyl	P35961	reviewed	ENV_HV1Y2	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	843
1yym	P35961	reviewed	ENV_HV1Y2	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	843
4rwy	P35961	reviewed	ENV_HV1Y2	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	843
6x58	Q73372	reviewed	ENV_HV1B9	Envelope glycoprotein gp160	env	Human immunodeficiency virus type 1 group M subtype B	853
7ur4	Q6WB98	reviewed	FUS_HMPVC	Fusion glycoprotein F0	F	Human metapneumovirus	539
7sqp	P03129	reviewed	VE7_HPV16	Protein E7	E7	Human papillomavirus type 16	98
8tqi	P08492	reviewed	HN_PI3H4	Hemagglutinin-neuraminidase	HN	Human parainfluenza 3 virus	572
8dg8	P06828	reviewed	FUS_PI3H4	Fusion glycoprotein F0	F	Human parainfluenza 3 virus	539
6gv4	Q8BES5	unreviewed	Q8BES5_9PICO	Genome polyprotein		Human parechovirus 3	2177
6gv4	A0A291FGQ4	unreviewed	A0A291FGQ4_9PICO	Genome polyprotein		Human parechovirus 3	771
6nn3	Q75U93	unreviewed	Q75U93_PAVHB	VP1 protein	VP1	Human parvovirus B19	781
8t7a	P12568	reviewed	FUS_HRSV	Fusion glycoprotein F0	F	Human respiratory syncytial virus	574
8dzw	A0A2H4WLA4	unreviewed	A0A2H4WLA4_HRSV	Fusion glycoprotein F0	F MZ07_64446gpF	Human respiratory syncytial virus A	574
6apb	P03420	reviewed	FUS_HRSVA	Fusion glycoprotein F0	F	Human respiratory syncytial virus A	574
6w52	P03420	reviewed	FUS_HRSVA	Fusion glycoprotein F0	F	Human respiratory syncytial virus A	574
4jhw	P03420	reviewed	FUS_HRSVA	Fusion glycoprotein F0	F	Human respiratory syncytial virus A	574
7mmn	P03420	reviewed	FUS_HRSVA	Fusion glycoprotein F0	F	Human respiratory syncytial virus A	574
8dg9	P03420	reviewed	FUS_HRSVA	Fusion glycoprotein F0	F	Human respiratory syncytial virus A	574
6ous	P03420	reviewed	FUS_HRSVA	Fusion glycoprotein F0	F	Human respiratory syncytial virus A	574
8wsq	P03420	reviewed	FUS_HRSVA	Fusion glycoprotein F0	F	Human respiratory syncytial virus A	574
6dc5	P03420	reviewed	FUS_HRSVA	Fusion glycoprotein F0	F	Human respiratory syncytial virus A	574
6dc3	P03420	reviewed	FUS_HRSVA	Fusion glycoprotein F0	F	Human respiratory syncytial virus A	574
5tpn	P03420	reviewed	FUS_HRSVA	Fusion glycoprotein F0	F	Human respiratory syncytial virus A	574
8kg5	P03420	reviewed	FUS_HRSVA	Fusion glycoprotein F0	F	Human respiratory syncytial virus A	574
5udc	P03420	reviewed	FUS_HRSVA	Fusion glycoprotein F0	F	Human respiratory syncytial virus A	574
7lue	P03420	reviewed	FUS_HRSVA	Fusion glycoprotein F0	F	Human respiratory syncytial virus A	574
6oe4	P03420	reviewed	FUS_HRSVA	Fusion glycoprotein F0	F	Human respiratory syncytial virus A	574
8tqk	A0A059QA82	unreviewed	A0A059QA82_9MONO	Fusion glycoprotein F0	F KMQ_34898gpF	Human respirovirus 3	539
6kz0	P03303	reviewed	POLG_HRV14	Genome polyprotein		Human rhinovirus 14	2179
6kyz	P03303	reviewed	POLG_HRV14	Genome polyprotein		Human rhinovirus 14	2179
6q1z	A0A5A4LHS4	unreviewed	A0A5A4LHS4_9INFA	Neuraminidase		Influenza A virus	465
8g3p	A0A5P8ETS7	unreviewed	A0A5P8ETS7_9INFA	Neuraminidase		Influenza A virus	469
8g3v	A0A5P8ETS7	unreviewed	A0A5P8ETS7_9INFA	Neuraminidase		Influenza A virus	469
6uyn	A0A6C0TB04	unreviewed	A0A6C0TB04_9INFA	Hemagglutinin	HA	Influenza A virus	566
6wf0	A0A2P1E3C0	unreviewed	A0A2P1E3C0_9INFA	Hemagglutinin	HA	Influenza A virus	550
6wf0	A0A5P1MU07	unreviewed	A0A5P1MU07_9INFA	Hemagglutinin	HA	Influenza A virus	566
6lxk	A0A5P1N996	unreviewed	A0A5P1N996_9INFA	Neuraminidase		Influenza A virus	469
8g40	A0A5P8ETS7	unreviewed	A0A5P8ETS7_9INFA	Neuraminidase		Influenza A virus	469
8ghk	A0A6G5T7C5	unreviewed	A0A6G5T7C5_9INFA	Hemagglutinin	HA	Influenza A virus	565
8g3o	A0A5P8ETS7	unreviewed	A0A5P8ETS7_9INFA	Neuraminidase		Influenza A virus	469
6wez	A0A5P1MU07	unreviewed	A0A5P1MU07_9INFA	Hemagglutinin	HA	Influenza A virus	566
6wex	A0A0M3KL64	unreviewed	A0A0M3KL64_9INFA	Hemagglutinin	HA	Influenza A virus	326
8g3n	A0A4D6K9W1	unreviewed	A0A4D6K9W1_9INFA	Neuraminidase		Influenza A virus	469
6wez	A0A2P1E3C0	unreviewed	A0A2P1E3C0_9INFA	Hemagglutinin	HA	Influenza A virus	550
6pdx	A0A5J6A331	unreviewed	A0A5J6A331_9INFA	Hemagglutinin	HA	Influenza A virus	566
8gav	A0A5B9C3Z7	unreviewed	A0A5B9C3Z7_9INFA	Neuraminidase		Influenza A virus	469
6wex	A0A0J9X245	unreviewed	A0A0J9X245_9INFA	Hemagglutinin HA2 chain		Influenza A virus	181
8dim	A0A6C0TB04	unreviewed	A0A6C0TB04_9INFA	Hemagglutinin	HA	Influenza A virus	566
8g3m	A0A4D6K9W1	unreviewed	A0A4D6K9W1_9INFA	Neuraminidase		Influenza A virus	469
8g30	A0A4D6K9W1	unreviewed	A0A4D6K9W1_9INFA	Neuraminidase		Influenza A virus	469
3whe	T2HNI1	unreviewed	T2HNI1_9INFA	Hemagglutinin	HA	Influenza A virus	566
6ur5	M1UPL4	unreviewed	M1UPL4_9INFA	Hemagglutinin	HA	Influenza A virus	564
4r8w	A0A024E2M1	unreviewed	A0A024E2M1_9INFA	Hemagglutinin	HA	Influenza A virus	560
6lxj	A0A024E1X5	unreviewed	A0A024E1X5_9INFA	Neuraminidase		Influenza A virus	465
4r8w	A0A024E3P0	unreviewed	A0A024E3P0_9INFA	Hemagglutinin	HA	Influenza A virus	560
6ii8	A0A0K1LUI9	unreviewed	A0A0K1LUI9_9INFA	Hemagglutinin	HA	Influenza A virus	560
6ii4	A0A0K1LUI9	unreviewed	A0A0K1LUI9_9INFA	Hemagglutinin	HA	Influenza A virus	560
6ii9	A0A0K1LUI9	unreviewed	A0A0K1LUI9_9INFA	Hemagglutinin	HA	Influenza A virus	560
6iut	Q1WDM0	unreviewed	Q1WDM0_9INFA	Hemagglutinin	HA	Influenza A virus	567
5dur	Q1WDM0	unreviewed	Q1WDM0_9INFA	Hemagglutinin	HA	Influenza A virus	567
5dum	Q1WDM0	unreviewed	Q1WDM0_9INFA	Hemagglutinin	HA	Influenza A virus	567
5dup	Q1WDM0	unreviewed	Q1WDM0_9INFA	Hemagglutinin	HA	Influenza A virus	567
6ii8	A0A024CX39	unreviewed	A0A024CX39_9INFA	Hemagglutinin	HA	Influenza A virus	560
6ii4	A0A024CX39	unreviewed	A0A024CX39_9INFA	Hemagglutinin	HA	Influenza A virus	560
6ii9	A0A024CX39	unreviewed	A0A024CX39_9INFA	Hemagglutinin	HA	Influenza A virus	560
8diu	A0A248XK26	unreviewed	A0A248XK26_9INFA	Hemagglutinin	HA	Influenza A virus	566
6q0h	B4UPF7	unreviewed	B4UPF7_9INFA	Hemagglutinin	HA	Influenza A virus	565
6q0l	B4UPF7	unreviewed	B4UPF7_9INFA	Hemagglutinin	HA	Influenza A virus	565
6q18	B4UPF7	unreviewed	B4UPF7_9INFA	Hemagglutinin	HA	Influenza A virus	565
6xq4	B4UPF7	unreviewed	B4UPF7_9INFA	Hemagglutinin	HA	Influenza A virus	565
6q0e	B4UPF7	unreviewed	B4UPF7_9INFA	Hemagglutinin	HA	Influenza A virus	565
6whk	B4UPF7	unreviewed	B4UPF7_9INFA	Hemagglutinin	HA	Influenza A virus	565
6q0i	B4UPF7	unreviewed	B4UPF7_9INFA	Hemagglutinin	HA	Influenza A virus	565
5xhv	C3W5X2	unreviewed	C3W5X2_9INFA	Hemagglutinin	HA	Influenza A virus	566
6a4k	C3W5X2	unreviewed	C3W5X2_9INFA	Hemagglutinin	HA	Influenza A virus	566
7l0l	Q4ZH98	unreviewed	Q4ZH98_9INFA	Hemagglutinin	HA	Influenza A virus	562
6ml8	Q2IBI1	unreviewed	Q2IBI1_9INFA	Hemagglutinin	HA	Influenza A virus	565
7x6o	J7GXV4	unreviewed	J7GXV4_9INFA	Hemagglutinin	HA	Influenza A virus	491
6iuv	Q77XR4	unreviewed	Q77XR4_9INFA	Hemagglutinin	H5 HA	Influenza A virus	568
8gau	G9LQ08	unreviewed	G9LQ08_9INFA	Neuraminidase	NA L998_47825gpNA	Influenza A virus	469
8gat	G9LQ08	unreviewed	G9LQ08_9INFA	Neuraminidase	NA L998_47825gpNA	Influenza A virus	469
8vue	A8HWY8	unreviewed	A8HWY8_9INFA	Hemagglutinin	HA	Influenza A virus	569
8vue	C5MRF2	unreviewed	C5MRF2_9INFA	Hemagglutinin	HA	Influenza A virus	568
8dis	C7S1Y2	unreviewed	C7S1Y2_9INFA	Hemagglutinin	HA	Influenza A virus	566
8ut5	A0A109YUH3	unreviewed	A0A109YUH3_9INFA	Hemagglutinin	HA	Influenza A virus	566
8ut5	A0A1J0CXU0	unreviewed	A0A1J0CXU0_9INFA	Hemagglutinin	HA	Influenza A virus	566
8ut4	A0A1J0CXU0	unreviewed	A0A1J0CXU0_9INFA	Hemagglutinin	HA	Influenza A virus	566
8ut4	A0A109YUH3	unreviewed	A0A109YUH3_9INFA	Hemagglutinin	HA	Influenza A virus	566
6xpz	Q1NZ37	unreviewed	Q1NZ37_9INFA	Hemagglutinin	HA	Influenza A virus	566
8ez8	Q8AZ87	unreviewed	Q8AZ87_9INFA	Neuraminidase		Influenza A virus	469
8ez7	Q8AZ87	unreviewed	Q8AZ87_9INFA	Neuraminidase		Influenza A virus	469
8ez3	Q8AZ87	unreviewed	Q8AZ87_9INFA	Neuraminidase		Influenza A virus	469
4m5z	G8XMJ2	unreviewed	G8XMJ2_9INFA	Hemagglutinin	HA	Influenza A virus	367
8tp3	Q6WG00	unreviewed	Q6WG00_9INFA	Hemagglutinin	HA	Influenza A virus	565
8tp5	Q6WG00	unreviewed	Q6WG00_9INFA	Hemagglutinin	HA	Influenza A virus	565
8d21	Q6WG00	unreviewed	Q6WG00_9INFA	Hemagglutinin	HA	Influenza A virus	565
7mfg	Q6WG00	unreviewed	Q6WG00_9INFA	Hemagglutinin	HA	Influenza A virus	565
8tpa	Q6WG00	unreviewed	Q6WG00_9INFA	Hemagglutinin	HA	Influenza A virus	565
7tz5	M1ND93	unreviewed	M1ND93_9INFA	Hemagglutinin	HA	Influenza A virus	566
6mlm	B2LVD7	unreviewed	B2LVD7_9INFA	Hemagglutinin	HA	Influenza A virus	552
4kvn	C6KNH7	unreviewed	C6KNH7_9INFA	Hemagglutinin	HA	Influenza A virus	566
8ut3	C6KNH7	unreviewed	C6KNH7_9INFA	Hemagglutinin	HA	Influenza A virus	566
8g3q	V9SU56	unreviewed	V9SU56_9INFA	Neuraminidase		Influenza A virus	469
6pzf	R4NFR6	unreviewed	R4NFR6_9INFA	Neuraminidase		Influenza A virus	465
6pze	R4NFR6	unreviewed	R4NFR6_9INFA	Neuraminidase		Influenza A virus	465
8tnl	R4NN21	unreviewed	R4NN21_9INFA	Hemagglutinin	HA	Influenza A virus	560
6uig	R4NN21	unreviewed	R4NN21_9INFA	Hemagglutinin	HA	Influenza A virus	560
8toa	R4NN21	unreviewed	R4NN21_9INFA	Hemagglutinin	HA	Influenza A virus	560
5xku	R4NN21	unreviewed	R4NN21_9INFA	Hemagglutinin	HA	Influenza A virus	560
5vag	R4NN21	unreviewed	R4NN21_9INFA	Hemagglutinin	HA	Influenza A virus	560
6wxl	A0A067Y6L0	unreviewed	A0A067Y6L0_9INFA	Hemagglutinin	HA	Influenza A virus	560
5ugy	A7Y8A6	unreviewed	A7Y8A6_9INFA	Hemagglutinin	HA	Influenza A virus	393
5w6g	A7UPX0	unreviewed	A7UPX0_9INFA	Hemagglutinin	HA	Influenza A virus	565
5ugy	A7Y8I1	unreviewed	A7Y8I1_9INFA	Hemagglutinin	HA	Influenza A virus	565
4yk4	A7UPX0	unreviewed	A7UPX0_9INFA	Hemagglutinin	HA	Influenza A virus	565
6q0o	A7UPX0	unreviewed	A7UPX0_9INFA	Hemagglutinin	HA	Influenza A virus	565
8u44	A7Y8I1	unreviewed	A7Y8I1_9INFA	Hemagglutinin	HA	Influenza A virus	565
4hkx	A7UPX0	unreviewed	A7UPX0_9INFA	Hemagglutinin	HA	Influenza A virus	565
5ug0	A7UPX0	unreviewed	A7UPX0_9INFA	Hemagglutinin	HA	Influenza A virus	565
6oc3	A7Y8I1	unreviewed	A7Y8I1_9INFA	Hemagglutinin	HA	Influenza A virus	565
5w0d	A7UPX0	unreviewed	A7UPX0_9INFA	Hemagglutinin	HA	Influenza A virus	565
4yjz	A7UPX0	unreviewed	A7UPX0_9INFA	Hemagglutinin	HA	Influenza A virus	565
7tri	C3PR59	unreviewed	C3PR59_9INFA	Hemagglutinin	HA	Influenza A virus	566
6xq2	R4L1D1	unreviewed	R4L1D1_9INFA	Hemagglutinin	HA L998_47834gpHA	Influenza A virus	566
6e4x	R4L1D1	unreviewed	R4L1D1_9INFA	Hemagglutinin	HA L998_47834gpHA	Influenza A virus	566
5w08	R4L1D1	unreviewed	R4L1D1_9INFA	Hemagglutinin	HA L998_47834gpHA	Influenza A virus	566
6xpy	R4L1D1	unreviewed	R4L1D1_9INFA	Hemagglutinin	HA L998_47834gpHA	Influenza A virus	566
6a67	Q6Q794	unreviewed	Q6Q794_9INFA	Hemagglutinin		Influenza A virus/2004	571
7kc1	L0HR89	unreviewed	L0HR89_9INFA	Hemagglutinin	HA	Influenza A virus	566
5jw4	Q6DQ34	unreviewed	Q6DQ34_9INFA	Hemagglutinin	HA	Influenza A virus	565
5gjt	N0C8E5	unreviewed	N0C8E5_9INFA	Hemagglutinin	HA	Influenza A virus	566
7x6o	N0C8E5	unreviewed	N0C8E5_9INFA	Hemagglutinin	HA	Influenza A virus	566
8v7o	Q00Q05	unreviewed	Q00Q05_9INFA	Hemagglutinin	HA	Influenza A virus	565
6p3r	Q1KHK2	unreviewed	Q1KHK2_9INFA	Hemagglutinin	HA	Influenza A virus	564
6p3s	Q1KHK2	unreviewed	Q1KHK2_9INFA	Hemagglutinin	HA	Influenza A virus	564
7nft	Q6E3N3	unreviewed	Q6E3N3_9INFA	Polymerase basic protein 2	PB2	Influenza A virus	759
7nfr	Q6E3N3	unreviewed	Q6E3N3_9INFA	Polymerase basic protein 2	PB2	Influenza A virus	759
6pzy	S5MF06	unreviewed	S5MF06_9INFA	Neuraminidase		Influenza A virus	465
6u02	S5MF06	unreviewed	S5MF06_9INFA	Neuraminidase		Influenza A virus	465
6pzw	S5MF06	unreviewed	S5MF06_9INFA	Neuraminidase		Influenza A virus	465
6pzz	S5MF06	unreviewed	S5MF06_9INFA	Neuraminidase		Influenza A virus	465
8gv7	U5N1D3	unreviewed	U5N1D3_9INFA	Hemagglutinin	HA	Influenza A virus	561
8gv6	G5DSS3	unreviewed	G5DSS3_9INFA	Hemagglutinin	HA	Influenza A virus	568
7wvd	L7YN49	unreviewed	L7YN49_9INFA	Hemagglutinin	HA	Influenza A virus	568
5ibl	C9EL84	unreviewed	C9EL84_9INFA	Hemagglutinin	HA	Influenza A virus	566
7trh	C9EL84	unreviewed	C9EL84_9INFA	Hemagglutinin	HA	Influenza A virus	566
6xq0	I6T519	unreviewed	I6T519_9INFA	Hemagglutinin	HA	Influenza A virus	566
8gv5	A0A0D3LZV1	unreviewed	A0A0D3LZV1_9INFA	Hemagglutinin	HA	Influenza A virus	566
5w42	I0AXC3	unreviewed	I0AXC3_9INFA	Hemagglutinin	HA	Influenza A virus	566
5jw3	Q6GYW3	unreviewed	Q6GYW3_9INFA	Hemagglutinin		Influenza A virus	560
6xpx	P03437	reviewed	HEMA_I68A0	Hemagglutinin	HA	Influenza A virus	566
6e56	P03437	reviewed	HEMA_I68A0	Hemagglutinin	HA	Influenza A virus	566
8e6k	Q9IGQ6	reviewed	NRAM_I18A0	Neuraminidase		Influenza A virus	469
4gxu	Q9WFX3	reviewed	HEMA_I18A0	Hemagglutinin	HA	Influenza A virus	566
3gbn	Q9WFX3	reviewed	HEMA_I18A0	Hemagglutinin	HA	Influenza A virus	566
3lzf	Q9WFX3	reviewed	HEMA_I18A0	Hemagglutinin	HA	Influenza A virus	566
4py8	Q9WFX3	reviewed	HEMA_I18A0	Hemagglutinin	HA	Influenza A virus	566
8e6j	Q9IGQ6	reviewed	NRAM_I18A0	Neuraminidase		Influenza A virus	469
6lxi	Q9IGQ6	reviewed	NRAM_I18A0	Neuraminidase		Influenza A virus	469
6e3h	Q6DQ18	reviewed	HEMA_I02A6	Hemagglutinin	HA	Influenza A virus	559
5jw4	Q6DQ18	reviewed	HEMA_I02A6	Hemagglutinin	HA	Influenza A virus	559
6hjp	P26562	reviewed	HEMA_I76A4	Hemagglutinin	HA	Influenza A virus	566
5y2m	A3KF09	unreviewed	A3KF09_I56A1	Hemagglutinin	HA	Influenza A virus	564
8euq	P04664	reviewed	HEMA_I69A0	Hemagglutinin	HA	Influenza A virus	328
3fku	Q2F4V2	reviewed	HEMA_I05A1	Hemagglutinin	HA	Influenza A virus	565
7k39	Q91MA7	reviewed	HEMA_I68A4	Hemagglutinin	HA	Influenza A virus	566
7k3b	Q91MA7	reviewed	HEMA_I68A4	Hemagglutinin	HA	Influenza A virus	566
5k9k	Q91MA7	reviewed	HEMA_I68A4	Hemagglutinin	HA	Influenza A virus	566
5kan	Q91MA7	reviewed	HEMA_I68A4	Hemagglutinin	HA	Influenza A virus	566
4ubd	Q91MA7	reviewed	HEMA_I68A4	Hemagglutinin	HA	Influenza A virus	566
6ocb	Q91MA7	reviewed	HEMA_I68A4	Hemagglutinin	HA	Influenza A virus	566
3sdy	Q91MA7	reviewed	HEMA_I68A4	Hemagglutinin	HA	Influenza A virus	566
6d0u	Q91MA7	reviewed	HEMA_I68A4	Hemagglutinin	HA	Influenza A virus	566
3ztj	Q91MA7	reviewed	HEMA_I68A4	Hemagglutinin	HA	Influenza A virus	566
4fp8	Q91MA7	reviewed	HEMA_I68A4	Hemagglutinin	HA	Influenza A virus	566
5k9q	Q91MA7	reviewed	HEMA_I68A4	Hemagglutinin	HA	Influenza A virus	566
7x6l	Q91MA7	reviewed	HEMA_I68A4	Hemagglutinin	HA	Influenza A virus	566
5umn	Q91MA7	reviewed	HEMA_I68A4	Hemagglutinin	HA	Influenza A virus	566
7k37	Q91MA7	reviewed	HEMA_I68A4	Hemagglutinin	HA	Influenza A virus	566
3fku	Q6J8F6	reviewed	HEMA_I03A0	Hemagglutinin	HA	Influenza A virus	551
4hf5	C7S226	unreviewed	C7S226_I57A0	Hemagglutinin	HA	Influenza A virus	562
6q20	Q1K9Q1	reviewed	NRAM_I57A0	Neuraminidase		Influenza A virus	469
4hfu	P03451	reviewed	HEMA_I57A0	Hemagglutinin	HA	Influenza A virus	562
4hg4	P03451	reviewed	HEMA_I57A0	Hemagglutinin	HA	Influenza A virus	562
7mfg	Q289M7	reviewed	HEMA_I00A1	Hemagglutinin	HA	Influenza A virus	565
8f38	Q289M7	reviewed	HEMA_I00A1	Hemagglutinin	HA	Influenza A virus	565
8d21	Q289M7	reviewed	HEMA_I00A1	Hemagglutinin	HA	Influenza A virus	565
8tp2	Q67333	reviewed	HEMA_I57A5	Hemagglutinin	HA	Influenza A virus	562
8tp4	Q67333	reviewed	HEMA_I57A5	Hemagglutinin	HA	Influenza A virus	562
8tp7	Q67333	reviewed	HEMA_I57A5	Hemagglutinin	HA	Influenza A virus	562
8tp9	Q67333	reviewed	HEMA_I57A5	Hemagglutinin	HA	Influenza A virus	562
8tp6	Q67333	reviewed	HEMA_I57A5	Hemagglutinin	HA	Influenza A virus	562
4o58	P03435	reviewed	HEMA_I75A3	Hemagglutinin	HA	Influenza A virus	567
8iod	P03435	reviewed	HEMA_I75A3	Hemagglutinin	HA	Influenza A virus	567
8ioc	P03435	reviewed	HEMA_I75A3	Hemagglutinin	HA	Influenza A virus	567
6e3h	Q6DQ33	unreviewed	Q6DQ33_I04A1	Hemagglutinin	HA	Influenza A virus	565
4xrc	Q6DQ33	unreviewed	Q6DQ33_I04A1	Hemagglutinin	HA	Influenza A virus	565
4fqi	Q6DQ33	unreviewed	Q6DQ33_I04A1	Hemagglutinin	HA	Influenza A virus	565
4xnm	Q6DQ33	unreviewed	Q6DQ33_I04A1	Hemagglutinin	HA	Influenza A virus	565
6b3m	Q6DQ33	unreviewed	Q6DQ33_I04A1	Hemagglutinin	HA	Influenza A virus	565
8txt	Q6DQ33	unreviewed	Q6DQ33_I04A1	Hemagglutinin	HA	Influenza A virus	565
3gbm	Q6DQ33	unreviewed	Q6DQ33_I04A1	Hemagglutinin	HA	Influenza A virus	565
